disposition,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg
CANDIDATE,6.363302,,2.786,,,,4482.0,0.819,1.022,-0.024,4.621
CANDIDATE,5.164157,,1.006,,,,3832.0,0.627,0.612,0.079,4.63
CANDIDATE,18.001053,,3.794,,,,5579.0,1.043,0.903,0.091,4.359
CANDIDATE,9.426901,,5.543,,,,5895.0,1.427,1.128,0.085,4.184
CANDIDATE,4.71688,,3.725,,,,4846.0,0.701,0.857,-0.238,4.679
CANDIDATE,18.436944,,8.002,,,,5308.0,0.853,0.901,-0.152,4.529
CANDIDATE,5.7519475,,2.96374,,37.7733,690.0,4181.8,0.84,,,4.4
CANDIDATE,5.751763,,2.378,,,,4256.0,0.726,0.802,0.004,4.623
CANDIDATE,10.472764,,2.354,,,,4256.0,0.726,0.802,0.004,4.623
CANDIDATE,3.917682,,5.581,,,,4566.0,0.656,0.763,-0.413,4.682
CANDIDATE,3.577501,,3.3001,,95.4633,870.0,4642.1,0.87,,,4.43
CANDIDATE,3.577394,,3.05,,,,4626.0,0.799,0.87,0.072,4.573
CANDIDATE,14.390721,,2.55,,,,5872.0,1.025,0.863,-0.074,4.352
CANDIDATE,9.032248,,2.364,,,,4967.0,0.762,0.993,-0.114,4.668
CANDIDATE,16.100178,,2.576,,,,4967.0,0.762,0.993,-0.114,4.668
CANDIDATE,2.491154,,9.774,,,,6362.0,1.756,1.49,0.065,4.122
CANDIDATE,1.754,0.0365,5.06,,,873.0,4663.0,0.608,0.625,,4.665
CANDIDATE,16.222,0.0999,1.28,,,417.0,3852.0,0.503,0.518,,4.749
CANDIDATE,2.571267,,5.97,,,,6216.0,1.75,1.566,-0.184,4.147
CONFIRMED,3650.0,4.5,12.44199,4131.79,0.19,183.0,4898.0,2.7,0.9,-0.23,3.52
CANDIDATE,13.071041,,2.285,,,,5937.0,1.246,0.935,-0.148,4.214
CANDIDATE,28.848339,,3.657,,,,5344.0,1.75,0.698,-0.442,3.795
CANDIDATE,6.695687,,2.17,,,,5320.0,0.905,0.869,0.125,4.461
CANDIDATE,27.917236,,2.551,,,,5320.0,0.905,0.869,0.125,4.461
CANDIDATE,17.818211,,2.77,,,,3878.0,0.689,0.645,-0.244,4.567
CANDIDATE,5.116834,,31.682,,,,6983.0,1.591,1.061,-0.123,4.06
CANDIDATE,7.522109,,2.249,,,,6356.0,1.386,1.067,-0.097,4.184
CANDIDATE,1.075,,,,,,3503.0,0.567,0.337,,4.447
CANDIDATE,18.786043,,2.846,,,,5450.0,0.773,0.665,-0.411,4.487
CANDIDATE,15.320606,,1.77,,,,5819.0,1.118,0.851,-0.235,4.272
CANDIDATE,7.943604,,1.992,,,,5498.0,0.87,0.837,0.107,4.479
CANDIDATE,7.815366,,2.403,,,,4884.0,0.755,0.994,-0.074,4.676
CANDIDATE,19.520805,,2.318,,,,4884.0,0.755,0.994,-0.074,4.676
CANDIDATE,39.57057,,23.661,,,,5166.0,2.041,0.876,-0.368,3.761
CANDIDATE,11.29231,,2.348,,,,4660.0,0.689,0.821,-0.302,4.676
CANDIDATE,24.481285,,2.49,,,,4861.0,0.761,1.001,-0.028,4.674
CANDIDATE,10.307387,,2.602,,,,5359.0,0.875,0.864,0.08,4.491
CANDIDATE,10.205377,,6.31,,,,6332.0,2.356,2.312,-0.069,4.062
CANDIDATE,23.336739,,5.824,,,,6332.0,2.356,2.312,-0.069,4.062
CANDIDATE,1.696716,,5.738,,,,5289.0,1.992,1.056,-0.102,3.864
CANDIDATE,31.396001,,10.695,,,,5631.0,1.783,0.949,-0.201,3.916
CANDIDATE,18.277358,,1.933,,,,4280.0,0.636,0.732,-0.29,4.696
CANDIDATE,28.888589,,6.05,,,,6117.0,1.319,1.03,-0.197,4.212
CANDIDATE,2.228112,,1.398,,,,4355.0,0.693,0.785,-0.324,4.651
CONFIRMED,3.5951,0.047,1.95,8.75,1037.0,1616.0,5430.0,1.71,1.05,0.2,3.99
CONFIRMED,15.624,0.13,3.67,14.67,160.0,990.0,5430.0,1.71,1.05,0.2,3.99
CONFIRMED,35.747,0.22,3.94,10.18,53.0,752.0,5430.0,1.71,1.05,0.2,3.99
CANDIDATE,0.801864,,1.433,,,,3594.0,0.393,0.384,-0.095,4.834
CANDIDATE,17.562214,,12.272,,,,5873.0,1.619,1.306,-0.233,4.136
CANDIDATE,1.705,,,,,,,,,,
CANDIDATE,35.960194,,2.45,,,,4090.0,0.672,0.645,-0.183,4.587
CANDIDATE,17.92,0.1417,2.07,,,407.0,4176.0,0.576,0.603,,4.696
CANDIDATE,22.122365,,3.715,,,,5393.0,0.969,1.122,0.119,4.517
CANDIDATE,20.924593,,,,,,2980.0,0.423,,,4.198
CANDIDATE,19.581519,,,,,,5638.0,0.861,,,4.525
CANDIDATE,6.854931,,,,,,5360.0,1.031,,,4.343
CANDIDATE,6.854846459,,15.65450044,,126.5073,855.36,4797.5,1.06192,,,4.27798
CANDIDATE,4.392503,,1.11,,,,4707.0,0.669,0.705,-0.319,4.634
CANDIDATE,30.921004,,,,,,6680.0,1.761,,,4.099
CANDIDATE,11.634988,,2.605,,,,6020.0,1.096,0.89,-0.278,4.306
CANDIDATE,14.223889,,21.936,,,,5023.0,1.155,1.631,-0.236,4.524
CANDIDATE,10.973135,,2.67,,,,4940.0,0.697,0.823,-0.387,4.668
CONFIRMED,5.7459996,,,,,,3348.0,0.3073,0.29,0.04,4.926
CONFIRMED,5.7459945,,2.06081,,3.9983,393.0,3413.0,0.32,,,4.91
CONFIRMED,5.745912,,,,,,3390.0,0.307,,,4.943
CONFIRMED,5.746007,0.0385,2.025,11.7,7.2,456.0,3348.0,0.3073,0.29,0.04,4.926
CONFIRMED,5.7459982,0.0418,1.9,4.0,6.27,440.6,3395.0,0.3026,0.2952,-0.07,4.84
CONFIRMED,1.2089802,0.01888,1.62,3.42,315.0,1172.0,4269.0,0.613,0.614,-0.5,4.651
CONFIRMED,1.208957,0.02,1.75,,,1043.5,4255.0,0.651,0.659,-0.28,4.7
CONFIRMED,1.208966,0.0206,1.58,3.69,256.0,1114.0,4219.0,0.622,0.637,-0.29,4.657
CONFIRMED,1.2089765,,1.529,4.87,294.0,1055.0,4294.0,0.579,0.593,-0.26,4.682
CONFIRMED,1.209,,1.571,4.89,,,4255.0,0.5994,0.606,-0.28,4.7
CONFIRMED,1.2089755,,1.68645,,325.749,1183.0,4199.0,0.63,,,4.65321
CONFIRMED,1.2089819,0.0188,1.577,5.14,318.0,1175.0,4305.0,0.602,0.606,-0.26,
CONFIRMED,1.2089749,,,,,,4255.0,0.651,0.659,-0.28,4.7
CONFIRMED,1.208974,0.0189,1.44,4.28,,1035.01,4236.0,0.58,0.62,-0.29,4.719
CONFIRMED,1.2089819,0.0188,1.577,4.91,,,4340.0,0.602,0.606,-0.26,4.66
CONFIRMED,3.648083,0.03942,1.269,2.42,72.0,811.0,4269.0,0.613,0.614,-0.5,4.651
CONFIRMED,3.648095,,1.201,1.92,67.0,730.0,4294.0,0.579,0.593,-0.26,4.682
CONFIRMED,3.648096,0.03925,1.241,1.3,73.0,813.0,4305.0,0.602,0.606,-0.26,
CONFIRMED,3.64823,0.0429,1.24,1.45,59.0,771.0,4219.0,0.622,0.637,-0.29,4.657
CONFIRMED,3.6480957,0.03925,1.241,0.84,,,4340.0,0.602,0.606,-0.26,4.66
CONFIRMED,3.64802,0.042,1.36,,,721.9,4255.0,0.651,0.659,-0.28,4.7
CONFIRMED,3.648103,0.0395,1.13,1.86,,715.94,4236.0,0.58,0.62,-0.29,4.719
CONFIRMED,3.6481145,,,,,,4255.0,0.651,0.659,-0.28,4.7
CONFIRMED,6.2014698,0.05591,2.022,4.04,,,4340.0,0.602,0.606,-0.26,4.66
CONFIRMED,6.201467,0.05615,2.07,5.2,35.6,680.0,4269.0,0.613,0.614,-0.5,4.651
CONFIRMED,6.20183,0.053,1.98,3.02,34.9,675.0,4236.0,0.58,0.62,-0.29,4.7
CONFIRMED,6.20142,0.0611,2.04,2.35,29.0,646.0,4219.0,0.622,0.637,-0.29,4.657
CONFIRMED,6.20147,0.0559,2.022,3.53,36.0,681.0,4305.0,0.602,0.606,-0.26,
CONFIRMED,6.20141,0.06,2.1,,,604.9,4255.0,0.651,0.659,-0.28,4.7
CONFIRMED,6.201812,0.0563,1.89,3.02,,599.68,4236.0,0.58,0.62,-0.29,4.719
CONFIRMED,6.20183,,1.955,3.42,33.0,612.0,4294.0,0.579,0.593,-0.26,4.682
CONFIRMED,3.79985297,,,,,,4390.0,0.617,0.645,-0.127,4.667
CONFIRMED,3.799847,0.04122,10.581296,578.4506,,,4390.0,0.617,0.645,-0.127,
CONFIRMED,3.799853582,,13.26706229,,88.6713,782.65,4133.4,0.759375,,,4.48806
CONFIRMED,3.7998534,,,,,,4390.0,0.617,0.645,-0.127,4.667
CONFIRMED,3.7998529,,,,,,,,,,
CONFIRMED,3.799878,,11.8,,,,,0.693,,,
CONFIRMED,3.7999139,,10.8,,,,4171.0,0.64,,,
CONFIRMED,3.799847,0.04117,10.581296,241.5508,,818.0,4390.0,0.617,0.645,-0.127,4.667
CONFIRMED,3.80001,,40.0,,,,4441.0,0.68,,,4.631
CONFIRMED,2.79082479,,,,,,,,,,
CONFIRMED,2.790963,0.0447,17.0,,3515.0,,6863.0,1.88,1.53,,4.08
CONFIRMED,2.7908821,,19.1,,,,6659.0,1.8,,,
CONFIRMED,2.7908235,,,,,,6566.0,1.428,1.296,-0.077,4.24
CONFIRMED,2.790825,,,,,,6566.0,1.428,1.296,-0.077,4.24
CONFIRMED,2.790862,,16.72,,,,,1.439,,,
CONFIRMED,2.7908327,0.0423,16.432394,692.8694,,1840.0,6566.0,1.428,1.296,-0.077,4.24
CONFIRMED,2.790833,,,,,,6568.0,,,,4.26
CONFIRMED,2.7908327,0.04232,16.432394,603.877,,,6566.0,1.428,1.296,-0.077,
CONFIRMED,2.790828527,,16.75594879,,1998.7812,1705.34,6635.91,1.4707,,,4.24728
CONFIRMED,2.79083,,16.92559,734.1873,,,6566.0,1.47,1.42,0.0,3.39
CONFIRMED,3.619188,0.0507,18.03,,,1596.0,6563.0,1.54,1.33,0.03,4.19
CONFIRMED,3.6191613,0.04614,16.92559,270.1555,,1637.0,6060.0,1.444,1.0,-0.39,4.118
CONFIRMED,3.619167,,17.7,,,,,1.51,,,
CONFIRMED,3.6191634,,16.667783,263.7989,,,5871.0,1.46198,1.06,,4.13349
CONFIRMED,3.619192,,10.2,,,,,0.89,,,
CONFIRMED,3.6191546,,,,,,6060.0,1.444,1.0,-0.39,4.118
CONFIRMED,3.142833,0.04795,15.13215,756.4354,,2097.0,6408.0,2.21,1.489,-0.1,3.923
CONFIRMED,3.142811,,5.69,,,,,0.822,,,
CONFIRMED,3.14272,,7.8,,,,,1.22,,,
CONFIRMED,3.142846,,8.84505104,,,,6235.0,1.29462,1.214365,0.14,4.22
CONFIRMED,3.1428347,,15.513256,759.6137,,,,,,,
CONFIRMED,3.142702,0.0441,7.76,,,1446.0,6357.0,1.17,1.16,-0.1,4.36
CONFIRMED,4.1752387,0.05425,13.843115,1022.14128,561.0,1356.0,6149.0,1.155,1.222,0.28,4.4
CONFIRMED,4.175187,,13.4,,,,,1.15,,,
CONFIRMED,4.175235,,12.77,,,,,1.0878,,,
CONFIRMED,4.175186,0.0523,12.92,,,1203.0,5950.0,1.1,1.1,0.15,4.4
CONFIRMED,1.915298,,17.2,,,,,1.94,,,
CONFIRMED,1.9153073,0.03048,11.937585,266.02371,,1823.0,5366.0,1.503,1.03,0.34,4.095
CONFIRMED,1.9153073,0.03048,11.937585,261.57409,,,5366.0,1.503,1.03,0.34,
CONFIRMED,1.915291,0.0312,13.85,,,1746.0,5599.0,1.56,1.1,0.38,4.1
CONFIRMED,1.915311,,13.1414316,259.34928,,,5494.0,1.58042,0.963,,4.02415
CONFIRMED,1.9153196,,14.42,,,,,1.592,,,
CONFIRMED,9.55237,0.0907,2.44,12.6,,1153.0,6327.0,1.296,1.091,-0.311,4.252
CONFIRMED,9.554515,,2.32948654,,,,6321.0,1.273595,1.119172,-0.23,4.19
CONFIRMED,9.55288,,2.4,10.5,277.0,1040.0,6364.0,1.269,1.154,-0.22,4.291
CONFIRMED,9.55385,0.08887,2.4,,,1146.0,6254.0,1.281,1.027,-0.278,4.234
CONFIRMED,9.55287,,,,,,6364.0,1.269,,,
CONFIRMED,9.55804,0.0905,2.32,,,1046.0,6277.0,1.29,1.08,-0.22,4.25
CONFIRMED,9.5521,0.09012,2.23,,240.0,,6290.0,1.18,1.07,-0.24,4.29
CONFIRMED,21.05652,,4.379,12.0,97.0,799.0,6364.0,1.269,1.154,-0.22,4.291
CONFIRMED,21.05652,,,,,,6364.0,1.269,,,
CONFIRMED,21.05704,0.1536,4.35,15.2,,886.0,6327.0,1.296,1.091,-0.311,4.252
CONFIRMED,21.058,0.1503,4.4,,,874.0,6254.0,1.281,1.027,-0.278,4.234
CONFIRMED,21.05683,,4.05,,,,6498.0,1.2427,1.33,,4.37319
CONFIRMED,21.05731,,4.98,14.6,,,6256.0,1.31,1.079,-0.276,4.235
CONFIRMED,21.0576,0.1526,3.95,,83.0,,6290.0,1.18,1.07,-0.24,4.29
CONFIRMED,21.057504,,4.29405386,,,,6321.0,1.273595,1.119172,-0.23,4.19
CONFIRMED,21.05788,0.1533,4.31,,,804.0,6277.0,1.29,1.08,-0.22,4.25
CONFIRMED,21.056614,,,,,,6290.0,1.18,1.07,-0.24,4.29
CONFIRMED,21.05603,,4.786,,,,6244.0,1.299,1.024,-0.27,
CONFIRMED,1.62116,0.02732,1.31,4.04,,2130.0,5799.0,1.59,1.04,-0.03,4.05
CONFIRMED,479.9,1.2163,,2434.565598,,370.0,5799.0,1.59,1.04,-0.03,4.05
CONFIRMED,10.6413,0.0952,0.91,4.1,,968.0,5784.0,1.147,1.013,0.05,4.32
CONFIRMED,36.57669,0.217,2.42,10.4,,641.0,5784.0,1.147,1.013,0.05,4.32
CONFIRMED,138.0731,0.53,2.4,4.2,,411.0,5784.0,1.147,1.013,0.05,4.32
CONFIRMED,0.959641,0.01796,1.67,4.97,1650.0,1774.0,5261.0,0.88,0.837,0.04,
CONFIRMED,0.959628,,1.557,,,1860.0,5370.0,0.828,0.883,0.0,4.52
CONFIRMED,0.959665,,1.62377492,,,,5366.0,0.836616,0.89032,-0.01,4.54
CONFIRMED,0.959641,0.01815,1.7,5.02,1625.0,,5261.0,0.86,0.86,0.04,4.47
CONFIRMED,0.959622,,1.6,,,,5438.0,0.83,,-0.1,4.6
CONFIRMED,,,,,,,,,,,
CONFIRMED,0.959641,,1.7,5.02,1625.0,1608.0,5261.0,0.872,0.866,0.04,4.47
CONFIRMED,0.95965428,0.01802,1.627,4.73,,1777.0,5300.0,0.871,0.852,0.037,4.47
CONFIRMED,0.959628,,1.8,,,,,0.88,,,
CONFIRMED,0.96,,1.626,5.59,,,5261.0,0.88,0.837,0.04,4.47
CONFIRMED,0.959624,0.0186,1.7,,,1669.0,5528.0,0.87,0.94,-0.02,4.53
CONFIRMED,0.959632,0.01752,1.574,5.69,,1759.0,5286.0,0.835,0.877,0.03,4.51
CONFIRMED,29.875221,,2.3,,,,5438.0,0.83,,-0.1,4.6
CONFIRMED,29.83832,0.1841,2.86,,,531.0,5528.0,0.87,0.94,-0.02,4.53
CONFIRMED,,,,,,,,,,,
CONFIRMED,29.8454,0.1776,3.0,11.13,16.9,564.0,5261.0,0.88,0.837,0.04,
CONFIRMED,,,,,,,,,,,
CONFIRMED,29.8454,0.1795,3.01,9.8,16.6,,5261.0,0.86,0.86,0.04,4.47
CONFIRMED,29.8464948,0.1783,2.923,10.67,,565.0,5300.0,0.871,0.852,0.037,4.47
CONFIRMED,29.84622,0.1806,2.74,8.33,,548.0,5286.0,0.835,0.877,0.03,4.51
CONFIRMED,29.8454,,2.85,,,500.0,5370.0,0.828,0.883,0.0,4.52
CONFIRMED,29.844982,,2.83066164,,,,5366.0,0.836616,0.89032,-0.01,4.54
CONFIRMED,29.839835,,3.0,,,,,0.88,,,
CONFIRMED,29.8454,,3.01,9.8,16.6,511.0,5261.0,0.872,0.866,0.04,4.47
CONFIRMED,8.4783,0.07703,,5.03,,859.5,5300.0,0.871,0.852,0.037,4.47
CONFIRMED,8.4112,0.0763,,4.33,,,5261.0,0.88,0.837,0.04,
CONFIRMED,8.509,,,6.9,88.9,776.0,5261.0,0.872,0.866,0.04,4.47
CONFIRMED,8.509,0.07757,,6.9,88.9,,5261.0,0.86,0.86,0.04,4.47
CONFIRMED,96.63,0.3885,,8.41,,,5261.0,0.88,0.837,0.04,
CONFIRMED,102.09,0.4048,,9.74,,374.8,5300.0,0.871,0.852,0.037,4.47
CONFIRMED,15.61136333,,2.90333467,,111.9729,829.66,6061.77,1.22568,,,4.31439
CONFIRMED,15.611,0.131,2.884,10.48,,911.0,6252.6,1.22,1.2,0.143,4.372
CONFIRMED,15.604,0.1296,,12.43,,,6148.0,1.22,1.19,0.16,4.36
CONFIRMED,15.613426,,3.0,,,,6460.0,1.438,,,4.264
CONFIRMED,0.719573,0.0166,1.613,5.6,,,,1.22,1.18,,4.34
CONFIRMED,0.719573,0.01661,1.613,5.72,6130.0,2463.0,5959.0,1.22,1.18,0.255,
CONFIRMED,0.71957121,,1.61084174,,6635.8567,2301.94,5910.0,1.25505,,,4.27216
CONFIRMED,0.719597,,,,,,6080.0,1.224,,,4.338
CONFIRMED,11.814417,,,,,,5499.0,1.657,1.12,0.45,4.044
CONFIRMED,11.8144024,,,,,,5499.0,1.657,,,
CONFIRMED,11.8143,0.1066,7.39794,34.9613,,1089.0,5576.0,1.747,1.157,0.421,4.016
CONFIRMED,11.81399,0.105,6.86,35.7,,1053.0,5499.0,1.657,1.12,0.45,4.044
CONFIRMED,11.8143,0.1115,7.263432,38.45743,,1068.0,5622.0,1.733,1.324,0.436,4.083
CONFIRMED,11.81417262,,6.97249322,,275.6427,1039.22,5609.0,1.78598,,,3.93083
CONFIRMED,9.1004157,0.0792,2.469,9.7,51.2858,753.2,5048.0,0.758,0.8,0.0,4.582
CONFIRMED,9.100412,,2.59387,,28.6373,644.0,5013.7,0.77,,,4.58
CONFIRMED,9.1205,0.0906,2.53,11.82,,690.0,5089.0,0.716,0.775,-0.16,4.59
CONFIRMED,9.0949,0.07765,2.53,10.1,51.4,745.0,5089.0,0.716,0.755,-0.16,
CONFIRMED,9.1205,,2.46598,12.7132,,,5089.0,0.72,0.81,-0.16,4.59
CONFIRMED,15.5718552,,2.44317,,115.206,912.0,6352.33,1.31,,,4.30502
CONFIRMED,15.57208,,2.595,6.89,140.0,959.0,6320.0,1.273,1.16,-0.1,4.294
CONFIRMED,15.572098,,,,,,6226.0,1.343,1.168,,
CONFIRMED,15.5712,,2.9,,,,6199.0,1.4,1.15,-0.11,4.18
CONFIRMED,31.70648,,,,,,6226.0,1.343,1.168,,
CONFIRMED,31.70603,,2.727,4.4,54.0,757.0,6320.0,1.273,1.16,-0.1,4.294
CONFIRMED,31.71802083,,2.29980485,,55.6175,696.5,6352.33,1.30883,,,4.30502
CONFIRMED,31.6978,,2.56,,,,6199.0,1.4,1.15,-0.11,4.18
CONFIRMED,278.3618,,,,,,,1.28,,,
CONFIRMED,278.3618,,3.54,4.6,3.01,367.0,6320.0,1.273,1.16,-0.1,4.294
CONFIRMED,156.0,,3.96,,,,6199.0,1.4,1.15,-0.11,4.18
CONFIRMED,1114.0,,,,,,6226.0,1.343,1.168,,
CONFIRMED,48.1,,,,,,6199.0,1.35,1.14,-0.11,4.2
CONFIRMED,,,,,,,6226.0,1.343,1.168,,
CONFIRMED,369.0,,4.92,12.0,2.1,335.0,6320.0,1.273,1.16,-0.1,4.294
CONFIRMED,131.0,,5.51,,,,6199.0,1.4,1.15,-0.11,4.18
CONFIRMED,1084.0,,,,,,6226.0,1.343,1.168,,
CONFIRMED,324.0,,10.2,,,,6199.0,1.4,1.15,-0.11,4.18
CONFIRMED,542.07975,,9.2,12.0,1.24,294.0,6320.0,1.273,1.16,-0.1,4.294
CONFIRMED,46.4,,,,,,6199.0,1.35,1.14,-0.11,4.2
CONFIRMED,19.30553,,3.773,25.2,42.1,649.0,5533.0,0.956,0.88,-0.07,4.47
CONFIRMED,19.307044,,3.73470986,,,,5638.0,0.902012,0.958188,-0.03,4.53
CONFIRMED,19.3044,,3.84,27.0,,,5620.0,0.98,0.92,-0.07,4.5
CONFIRMED,19.30691,0.1374,3.92,,,703.0,5647.0,0.93,0.94,-0.04,
CONFIRMED,19.30481,,2.98,,,,,0.721,,,
CONFIRMED,19.292062,,,,,,5533.0,0.968923,0.973,-0.07,4.4536
CONFIRMED,19.307107,,3.83,,,,5454.0,0.86,,,
CONFIRMED,19.3037,0.137,4.37,,54.1,,5581.0,1.08,0.92,,4.333
CONFIRMED,1.673833,0.0296,3.59,,,1748.0,6168.0,1.22,1.23,0.26,4.35
CONFIRMED,1.67389,,3.57,8.0,2100.0,1720.0,6044.0,1.227,1.21,0.3,4.4
CONFIRMED,1.6739024,0.0422,3.45,,990.0,1094.0,6120.0,1.19,1.18,0.14,4.36
CONFIRMED,1.673916,,3.5,,,,6120.0,1.19,1.18,0.14,
CONFIRMED,1.6739029,,3.44449,,757.167,1461.0,6115.5,1.22,,,4.33
CONFIRMED,1.6739035,0.0301,3.88,21.8,1915.0,1841.0,5945.0,1.24,1.15,0.22,4.33
CONFIRMED,1.673847,,3.6,,,,,1.23,,,
CONFIRMED,1.674,,,,,,6115.49,1.21742,1.153,0.2808,4.32901
CONFIRMED,1.673918,,4.67,,,,,1.572,,,
CONFIRMED,1.67344228,,,,,,6115.49,1.21742,1.153,0.2808,4.32901
CONFIRMED,1.673737,,1.52,,,,,1.273,,,
CONFIRMED,1.6739,,,,,,6115.49,1.21742,1.153,0.2808,4.32901
CONFIRMED,14.6762429,0.1124,2.0,,,618.0,4927.0,0.76,0.82,0.07,4.59
CONFIRMED,14.675828,,1.85,,,,,0.725,,,
CONFIRMED,14.66146147,,,,,,4695.41,0.800765,0.75,0.1057,4.50612
CONFIRMED,14.67665,,1.94,,,,,0.682,,,
CONFIRMED,14.6843,,,,,,4695.41,0.800765,0.75,0.1057,4.50612
CONFIRMED,14.677214,,2.19420598,,,,4942.0,0.769722,0.833034,0.14,4.66
CONFIRMED,14.677286,,2.0,,,,4819.0,0.73,0.8,0.14,
CONFIRMED,9.9147,,,,,,4638.0,0.768432,0.736,,4.53373
CONFIRMED,9.915615,,1.3,,,,4695.0,0.71,0.77,0.14,
CONFIRMED,1.974172,,0.99,,,,,0.303,,,
CONFIRMED,1.974991,,,,,,3820.0,0.484,,,4.773
CONFIRMED,1.97419,,1.9,,,,3660.0,0.48,0.51,0.14,
CONFIRMED,1.974202,,2.43,,,,,0.5573,,,
CONFIRMED,1.974238,0.023,1.96,,62.1,,3546.46,0.492279,0.426533,,
CONFIRMED,1.9741954,0.0242,1.79,,,798.0,3712.0,0.48,0.51,0.18,4.78
CONFIRMED,1.9741,,,,,,3578.0,0.502513,0.500534,,4.73521
CONFIRMED,1.974,,,,,,3578.0,0.502513,0.500534,,4.73521
CONFIRMED,8.26345949,,,,,,5411.15,0.915405,0.941,0.3277,4.48843
CONFIRMED,8.26679,,3.40690334,,,,5475.0,0.908831,0.964948,0.26,4.51
CONFIRMED,8.267084,,3.5,,,,,0.98,,,
CONFIRMED,8.26698,,3.55,,,,,0.947,,,
CONFIRMED,8.2669589,,3.44807,,140.125,958.0,5411.1,0.92,,,4.49
CONFIRMED,8.267,,,,,,5411.15,0.915405,0.941,0.3277,4.48843
CONFIRMED,8.267704,0.0796,3.37,,,814.0,5464.0,0.91,0.99,0.25,4.51
CONFIRMED,8.266902,0.081,3.59,30.0,,,5434.0,0.95,1.01,0.26,4.477
CONFIRMED,8.26726,,3.4,15.4,100.0,805.0,5373.0,0.905,0.94,0.22,4.45
CONFIRMED,8.2669928,0.0833,3.59,,,928.0,5636.0,0.97,1.05,0.23,4.49
CONFIRMED,8.2669897,,,,,,5636.0,0.97,,,
CONFIRMED,3.3139095,,17.38,,,,,1.908,,,
CONFIRMED,3.31392,0.048,16.14096,266.9772,,1780.0,6030.0,1.78,1.3,0.1,4.07
CONFIRMED,3.313959,0.0475,15.98,,,1649.0,6061.0,1.81,1.3,0.14,4.04
CONFIRMED,3.313944,,14.4,,,,,1.73,,,
CONFIRMED,3.313921,,12.04276422,,,,6178.0,1.334682,1.257584,0.35,4.24
CONFIRMED,3.3139151,,,,,,6030.0,1.78,1.3,0.1,4.07
CONFIRMED,4.73360988,,,,,,5496.0,1.75896,0.964,,3.93163
CONFIRMED,4.733999,0.0581,5.33,,,1360.0,5599.0,1.76,1.17,0.36,4.02
CONFIRMED,4.733557505,,5.38526663,,850.4828,1377.32,5496.0,1.75896,,,3.93163
CONFIRMED,4.73379,,7.56448313,,,,5414.0,2.306381,1.28805,0.48,3.75
CONFIRMED,4.73363,,5.81,,,,,1.797,,,
CONFIRMED,4.734006,,5.3,,,,,1.77,,,
CONFIRMED,4.73401,,5.28,59.4,762.0,1446.0,5474.0,1.75,2.83,0.33,3.99
CONFIRMED,4.73401,0.0573,5.28,59.4,762.0,1446.0,5474.0,1.75,1.121,0.33,3.99
CONFIRMED,4.734,,,,,,5496.0,1.75896,0.964,,3.93163
CONFIRMED,39.93767,0.2257,7.55,,,734.0,5433.0,5.15,1.35,-0.12,
CONFIRMED,39.8478,0.2196,2.42,,9.84,,5264.0,0.83,0.89,,4.56
CONFIRMED,39.8642,,2.92,,,,,0.896,,,
CONFIRMED,39.863566,,2.47,,,,5133.0,0.78,,,
CONFIRMED,13.85870316,,,,,,4936.0,0.71181,0.811,,4.64236
CONFIRMED,13.86368,,2.558,17.0,25.3,571.0,4868.0,0.71,0.7,-0.27,4.53
CONFIRMED,13.8636,,2.55,,,,,0.686,,,
CONFIRMED,13.86383,,2.5,,,,,0.68,,,
CONFIRMED,13.864,,,,,,4936.0,0.71181,0.811,,4.64236
CONFIRMED,13.86375,0.1021,2.592,16.7,,640.0,5010.0,0.713,0.738,-0.34,4.6
CONFIRMED,13.86391,,2.52419159,,,,4877.0,0.692198,0.724359,-0.3,4.51
CONFIRMED,13.86375,0.10207,2.592,15.9,27.7,638.0,5010.0,0.713,0.738,-0.34,
CONFIRMED,13.86387,0.1027,2.56,,,575.0,4950.0,0.71,0.75,-0.21,4.61
CONFIRMED,5.35161,,2.09,,,,5788.0,1.17,,,4.224
CONFIRMED,5.35232,,1.184,5.4,255.0,1019.0,5832.0,0.884,0.83,-0.44,4.43
CONFIRMED,5.3518,0.057,1.82,5.29,,,5775.0,1.25,0.84,-0.46,4.25
CONFIRMED,5.3518,0.0565,1.82,5.58,490.0,1309.0,5775.0,1.25,0.84,-0.46,
CONFIRMED,5.35185,,1.41,,,,,1.275,,,
CONFIRMED,5.35117,0.0621,1.9,8.6,,1309.0,5730.0,1.23,0.88,-0.53,4.15
CONFIRMED,5.351403,,1.22263837,,,,5741.0,0.922706,0.876863,-0.36,4.36
CONFIRMED,15.6785,0.1166,,11.3,,,5775.0,1.25,0.84,-0.46,4.25
CONFIRMED,15.6805,0.11569,,11.08,,,5775.0,1.25,0.84,-0.46,
CONFIRMED,5.817681,,12.5,,,,,1.33,,,
CONFIRMED,5.817685,0.0642,12.14,,,1098.0,5660.0,1.24,1.04,0.27,4.27
CONFIRMED,5.8176015,,,,,,5627.0,1.047,1.007,0.18,4.4
CONFIRMED,5.8176452,,11.6459,,277.39,1136.0,5633.4,1.22,,,4.27
CONFIRMED,5.817608,0.0558,10.42437,410.0007,,1178.0,5627.0,1.047,1.007,0.18,4.4
CONFIRMED,5.817649,,12.55,,,,,1.288,,,
