disposition,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg
CONFIRMED,2.644259,,1.38,,,,,0.225,,,
CONFIRMED,4.00498,,2.19,7.49,,,3385.0,0.33,0.331,,
CONFIRMED,3.9663,0.0327,2.59,7.1,,,3385.0,0.35,0.358,-0.02,4.906
CONFIRMED,0.961917,0.0159,1.38,,200.1,,3672.0,0.554,0.583,0.19,4.72
CONFIRMED,0.961916,,0.82,,,,,0.311,,,
CONFIRMED,0.961918,,0.73,,,,3775.0,0.31,,-0.1,5.0
CONFIRMED,0.961939,0.01575,1.47286006,,,1077.0,3690.0,0.578,0.563,-0.02,4.665
CONFIRMED,4.38395,0.0454,1.33,,48.8,,4079.0,0.632,0.65,-0.11,4.653
CONFIRMED,4.38393,,0.701,,,,,0.371,,,
CONFIRMED,6.92251,,0.9,,,,,0.371,,,
CONFIRMED,6.9226,0.0616,1.73,,26.5,,4079.0,0.632,0.65,-0.11,4.653
CONFIRMED,9.7579,0.0774,1.64,,16.8,,4079.0,0.632,0.65,-0.11,4.653
CONFIRMED,9.75833,,0.88,,,,,0.371,,,
CONFIRMED,11.332,0.083,1.64,,7.0,,3745.0,0.568,0.595,0.11,4.707
CONFIRMED,11.81004,,3.08,,,,,0.8,,,
CONFIRMED,11.808398,,3.1,,,,4992.0,0.76,,,
CONFIRMED,11.8097,0.0946,2.84,,48.0,,5314.0,0.78,0.81,,4.571
CONFIRMED,11.8104,0.091,2.48,,,676.0,5131.0,0.68,0.72,-0.46,
CONFIRMED,10.59357,0.0727,2.0,,4.9,,3499.0,0.436,0.457,0.09,4.822
CONFIRMED,10.59366,,1.71,,,,,0.36,,,
CONFIRMED,3.83553,,1.054,,,,,0.321,,,
CONFIRMED,3.835476,0.0373,1.49,,,566.0,3695.0,0.45,0.47,-0.19,4.8
CONFIRMED,3.835592,0.0365,1.35,,20.8,,3585.0,0.429,0.44,-0.32,4.82
CONFIRMED,3.835376,,1.5,,,,,0.45,,,
CONFIRMED,32.6479,0.1716,2.29,,,337.0,4044.0,0.61,0.63,0.12,4.67
CONFIRMED,32.6527,0.1735,2.81,,2.9,,3940.0,0.631,0.654,0.09,4.657
CONFIRMED,7.51574,0.0614,2.0,,,497.0,3845.0,0.53,0.55,-0.09,4.73
CONFIRMED,7.51554,0.0601,2.0,,11.8,,3720.0,0.495,0.512,-0.26,4.761
CONFIRMED,3.67626,0.0405,1.99,,,715.0,4097.0,0.63,0.65,0.21,4.65
CONFIRMED,3.67635,0.0408,2.23,,57.5,,3978.0,0.649,0.672,0.19,4.645
CONFIRMED,7.95486,0.0677,2.07,,,552.0,4097.0,0.63,0.65,0.21,4.65
CONFIRMED,7.95478,0.0683,2.1,,20.5,,3978.0,0.649,0.672,0.19,4.645
CONFIRMED,6.34365,0.0546,1.55,,19.9,,3919.0,0.526,0.54,-0.42,4.732
CONFIRMED,6.342,0.0562,1.8,,,708.0,4258.0,0.58,0.65,-0.3,4.6
CONFIRMED,13.85402,0.092,1.95,,7.0,,3919.0,0.526,0.54,-0.42,4.732
CONFIRMED,13.85,0.0946,2.6,,,583.0,4258.0,0.58,0.65,-0.3,4.6
CONFIRMED,13.85327454,,2.2098839,,9.7561,450.75,3893.47,0.655766,,,4.58272
CONFIRMED,13.853487,,,,,,3919.0,0.526,0.54,-0.42,4.732
CONFIRMED,40.6835,0.1886,1.64,,1.67,,3919.0,0.526,0.54,-0.42,4.732
CONFIRMED,40.718,0.1937,1.9,,,381.0,4258.0,0.58,0.65,-0.3,4.6
CONFIRMED,0.81314,0.0149,1.15,,,1347.0,4597.0,0.66,0.66,-0.25,4.62
CONFIRMED,0.813143,,1.1,,,,4460.0,0.62,,-0.33,4.7
CONFIRMED,0.813149,,1.14414279,,,,4460.0,0.615543,0.642263,-0.33,4.68
CONFIRMED,0.3652575,0.00962,0.935,1.14,6660.0,2432.0,5334.0,0.86,0.89,0.02,4.45
CONFIRMED,0.365261,,1.0,,,,5456.0,0.88,,0.13,4.5
CONFIRMED,0.365257,,1.05548088,,,,5456.0,0.875749,0.939509,0.13,4.55
CONFIRMED,10.062106,,2.63456976,,,,5489.0,0.892097,0.932757,0.07,4.46
CONFIRMED,10.06049,0.0887,2.64,,,794.0,5503.0,0.95,0.92,0.07,4.45
CONFIRMED,5.90279,0.0622,1.28,,,948.0,5503.0,0.95,0.92,0.07,4.45
CONFIRMED,12.421078,,2.20753881,,,,5419.0,0.829915,0.8857,-0.1,4.57
CONFIRMED,12.42205,0.1013,2.26,,,684.0,5425.0,0.83,0.9,-0.07,4.56
CONFIRMED,7.62117,,1.87,,,,,0.544,,,
CONFIRMED,7.6196574,,2.39,,,,4620.0,0.71,,,
CONFIRMED,7.6188,0.0667,2.02,,44.5,658.0,4742.0,0.66,0.68,-0.33,4.51
CONFIRMED,7.61856,0.06696,1.96,,47.7,,4800.0,0.67,0.69,,4.629
CONFIRMED,7.62067,0.0662,2.13,,,710.0,4761.0,0.64,0.67,-0.4,
CONFIRMED,19.077,0.1235,2.19,,14.0,,4800.0,0.67,0.69,,4.629
CONFIRMED,19.0702,,1.84,,,,,0.544,,,
CONFIRMED,19.07536,0.122,2.14,,,523.0,4761.0,0.64,0.67,-0.4,
CONFIRMED,19.07863,0.1229,2.54,,13.1,485.0,4742.0,0.66,0.68,-0.33,4.51
CONFIRMED,19.07454,,2.58,,,,4620.0,0.71,,,
CONFIRMED,3.705871,,3.17824034,,,,5649.0,0.913754,0.982829,0.07,4.61
CONFIRMED,9.283188,,6.11721229,,,,4972.0,2.568173,0.986876,-0.03,3.63
CONFIRMED,9.457747,,1.48630496,,,,4885.0,0.725626,0.776634,-0.09,4.71
CONFIRMED,9.45889,0.0795,1.44,,,631.0,4842.0,0.69,0.75,-0.17,4.63
CONFIRMED,6.673117,,2.46610713,,,,4937.0,0.762201,0.826112,0.14,4.71
CONFIRMED,17.355066,,3.24925008,,,,5791.0,2.196069,1.180894,-0.23,3.81
CONFIRMED,17.355681,,1.81,,,,5894.0,1.06,,,
CONFIRMED,17.3678,,1.93,,,,,1.27,,,
CONFIRMED,2.354992,,1.27443657,,,,5185.0,0.803827,0.834847,-0.05,4.46
CONFIRMED,4.382745,,1.55409035,,,,5185.0,0.803827,0.834847,-0.05,4.46
CONFIRMED,14.101361,,2.64809498,,,,5185.0,0.803827,0.834847,-0.05,4.46
CONFIRMED,14.06660141,,3.19087767,,37.0819,629.38,5141.67,0.837606,,,4.53051
CONFIRMED,8.52695,0.0858,2.19,,,1140.0,5960.0,1.61,1.16,0.09,4.09
CONFIRMED,8.527219,,1.82322896,,,,5922.0,1.196219,1.072665,0.05,4.24
CONFIRMED,9.977481,,2.8191657,,,,5908.0,1.829853,1.016265,-0.45,3.88
CONFIRMED,9.97748,0.091,2.3,6.5,317.0,1174.0,6011.0,1.494,1.01,-0.4,
CONFIRMED,9.978541,0.0932,2.36509493,,,1220.0,6310.0,1.499,1.084,-0.456,4.122
CONFIRMED,9.975403,,2.13,,,,6063.0,1.18,,,
CONFIRMED,9.97857,0.0999,2.2642141,,229.0,1131.0,6141.0,1.46,1.337,0.425,4.236
CONFIRMED,9.9785275,,2.34,,,,5908.0,1.499,1.02,,3.88
CONFIRMED,9.978331927,,2.05153324,,300.9647,1062.3,6073.5,1.47131,,,4.1
CONFIRMED,15.8523,,2.19,,,,,0.904,,,
CONFIRMED,15.85412,,2.34,,,,5495.0,0.88,,,
CONFIRMED,15.8523,,1.86,,,766.35,5502.7,0.83,0.877,,
CONFIRMED,15.853989,,2.14446231,,,,5554.0,0.874211,0.906739,-0.13,4.46
CONFIRMED,6.37961,,1.41,,,,5347.0,0.83,,,
CONFIRMED,6.38092,,1.341,,,,,0.981,,,
CONFIRMED,6.380803,,1.27328671,,,,5548.0,0.919053,0.986144,0.26,4.56
CONFIRMED,17.969079,,1.94750799,,,,4382.0,0.600869,0.624878,-0.35,4.71
CONFIRMED,17.969029,0.117,2.03,,10.5,,4118.41,0.626014,0.657836,,
CONFIRMED,17.96753,0.119,2.23,,,487.0,4320.0,0.66,0.71,0.15,
CONFIRMED,17.9654,0.1088,1.53,,4.91,,4102.0,0.478,0.532,,4.798
CONFIRMED,17.96832,,1.78,,,,,0.556,,,
CONFIRMED,17.968216,,2.15,,,,4151.0,0.63,,,
CONFIRMED,7.5734,,1.62,,,,,1.0849,,,
CONFIRMED,7.576544,,1.41817537,,,,5748.0,0.981614,0.963657,-0.11,4.34
CONFIRMED,7.5767206,,1.5,,,,5749.0,0.98,,,
CONFIRMED,12.400731,,1.92,,,,5749.0,0.98,,,
CONFIRMED,12.3988,,2.01,,,,,1.0849,,,
CONFIRMED,12.400047,,1.8017647,,,,5748.0,0.981614,0.963657,-0.11,4.34
CONFIRMED,5.628466,,2.68657205,,,,5250.0,1.717458,0.891587,-0.09,3.95
CONFIRMED,5.6315915,,1.23,,,,5032.0,0.77,,,
CONFIRMED,5.6228,,3.71,,,,,2.378,,,
CONFIRMED,14.317001,,1.8,,,,5449.0,0.86,,,
CONFIRMED,14.3181,,1.69,,,,,0.824,,,
CONFIRMED,14.316941,,1.66608079,,,,5569.0,0.868889,0.934356,-0.06,4.61
CONFIRMED,29.62682,,3.20569097,,,,5569.0,0.868889,0.934356,-0.06,4.61
CONFIRMED,29.626402,,3.41,,,,5449.0,0.86,,,
CONFIRMED,29.6245,,3.02,,,,,0.824,,,
CONFIRMED,29.626,,,,,,5547.0,0.857949,0.977,,4.56104
CONFIRMED,5.868699,,1.60826194,,,,5580.0,0.843154,0.881538,-0.25,4.52
CONFIRMED,5.86639571,,,,,,5573.35,1.00118,0.983,-0.533,4.42959
CONFIRMED,19.56204579,,3.28708684,,10.9555,464.01,4246.8,0.758892,,,4.5
CONFIRMED,19.562307,0.126,2.6,,,455.0,4455.0,0.676,0.7,0.113,4.625
CONFIRMED,19.56325,,2.59,,,,4246.81,0.758892,0.66,-0.0294,4.49725
CONFIRMED,19.564,,2.59,,,,4581.0,0.673,,,4.645
CONFIRMED,19.5661401,,,,,,4246.81,0.758892,0.66,-0.0294,4.49725
CONFIRMED,19.56236,,2.78,,,,,0.669,,,
CONFIRMED,19.562743,,2.49179901,,,,4500.0,0.63908,0.668401,-0.24,4.62
CONFIRMED,9.525988,,2.03803688,,,,5909.0,1.420038,1.094693,0.05,4.11
CONFIRMED,5.329439,,1.49090097,,,,5428.0,0.86416,0.938545,0.15,4.63
CONFIRMED,5.32944,,1.55,,,,,0.911,,,
CONFIRMED,14.155185,,2.1162048,,,,6063.0,1.213565,1.210525,0.41,4.38
CONFIRMED,8.74809,,3.83,,,,,0.938,,,
CONFIRMED,8.754707978,,3.54381082,,117.826,840.29,5888.0,0.889347,,,4.57
CONFIRMED,8.747818,,3.55790985,,,,5525.0,0.887267,0.95109,0.09,4.55
CONFIRMED,5.17110937,,,,,,5071.98,0.709349,0.848,0.1991,4.66474
CONFIRMED,5.172191,,2.51267885,,,,5015.0,0.768067,0.824345,0.03,4.63
CONFIRMED,5.17222,,2.12,,,,,0.639,,,
CONFIRMED,32.947328,,2.17,,,,3440.0,0.36,,,
CONFIRMED,32.9418,0.1506,2.28,,0.95,,3496.0,0.4,0.42,,4.858
CONFIRMED,32.94171,,1.4,,,,,0.249,,,
CONFIRMED,32.94112,,2.461,7.2,1.48,281.0,3449.0,0.468,0.32,0.0,4.6
CONFIRMED,32.92801934,,,,,,3464.0,0.444516,0.440668,,4.7864
CONFIRMED,32.94488,0.1491,2.24,,,272.0,3503.0,0.394,0.413,0.09,
CONFIRMED,32.940045,0.1591,2.61,8.63,1.005,254.9,3457.0,0.4445,0.4951,,
CONFIRMED,32.93963,0.143,2.38,7.96,,235.0,3457.0,0.411,0.359,,
CONFIRMED,32.939623,0.1429,2.37,8.92,,284.0,3457.0,0.411,0.359,0.12,
CONFIRMED,32.939614,0.1429,2.279,,1.05,,3457.0,0.411,0.359,0.123,
CONFIRMED,32.93737168,,2.53362939,,1.0873,260.44,3464.0,0.444516,,,4.7864
CONFIRMED,8.962,0.06,,7.51,,363.0,3457.0,0.411,0.359,,
CONFIRMED,8.866,,,,,,5368.0,0.697439,0.93,,4.71954
CONFIRMED,8.86638,,2.51,,,,,0.6867,,,
CONFIRMED,8.8665,0.075,2.24179614,11.44182265,67.0,729.0,5110.0,0.69,0.71,-0.65,4.3
CONFIRMED,8.865932,,2.41012773,,,,5263.0,0.681111,0.730322,-0.59,4.7
CONFIRMED,8.8656,,2.13,9.4,48.3,672.0,5166.0,0.638,0.67,-0.71,4.63
CONFIRMED,8.865288609,,4.28539694,,53.9861,691.34,5368.0,0.697439,,,4.71954
CONFIRMED,8.8656511,0.0734,2.52,,,802.0,5306.0,0.72,0.72,-0.5,4.57
CONFIRMED,8.865663,0.0756,2.46597575,11.41003981,,797.5,5365.0,0.719,0.735,-0.578,4.591
CONFIRMED,8.867259,,4.4,,,,,0.65,,,
CONFIRMED,8.867209,0.0753,2.31,,,731.0,5358.0,0.72,0.72,-0.54,4.58
CONFIRMED,6.893813,0.0714,2.83587212,,,1015.0,5520.0,1.04,1.022,0.385,4.413
CONFIRMED,6.89442,,3.17,,,,,1.071,,,
CONFIRMED,6.8941,,2.69,,192.0,949.0,5528.0,1.06,0.96,0.18,4.35
CONFIRMED,6.893,,,,,,5573.0,1.05734,0.983,,4.38219
CONFIRMED,6.894252,,2.70624391,,,,5609.0,0.999244,1.043879,0.42,4.46
CONFIRMED,6.894287,,2.8,,,,,1.11,,,
CONFIRMED,6.894256,0.0706,2.84,,,962.0,5608.0,1.07,0.99,0.23,4.38
CONFIRMED,6.89424037,,,,,,5573.0,1.05734,0.983,,4.38219
CONFIRMED,4.73730765,,,,,,5180.6,0.790862,0.878,0.155,4.58536
CONFIRMED,4.736834,,2.9,,,,,0.82,,,
CONFIRMED,4.7369696,0.05174,2.71257333,20.97667486,,965.8,5128.0,0.789,0.823,0.022,4.56
CONFIRMED,4.7369669,,2.93924,,307.522,1166.0,5069.2,0.79,,,4.46
CONFIRMED,4.736884,,2.76720668,,,,5159.0,0.790138,0.846996,-0.01,4.59
CONFIRMED,4.737,,,,,,5180.6,0.790862,0.878,0.155,4.58536
CONFIRMED,4.7369683,0.0526,2.69,20.0,146.9,969.0,5170.0,0.793,0.865,0.12,4.61
CONFIRMED,4.736893,,2.86,,,,,0.822,,,
CONFIRMED,4.736837,0.0529,2.76,,,885.0,5165.0,0.8,0.88,0.09,4.58
CONFIRMED,4.7369729,0.0519,2.7,,,982.0,5181.0,0.8,0.84,-0.02,4.56
CONFIRMED,0.469285,,1.1,,,,5482.0,0.87,,0.09,4.6
CONFIRMED,0.469287,,1.46,,,,,0.984,,,
CONFIRMED,0.469269,,2.59929571,,,,5482.0,0.873283,0.942219,0.09,4.6
CONFIRMED,10.792635,0.0932,2.87,,,787.0,5519.0,0.97,0.93,0.09,4.43
CONFIRMED,10.793471,,2.51134498,,,,5482.0,0.873283,0.942219,0.09,4.6
CONFIRMED,10.7930529,,,,,,5436.47,0.968558,0.95,0.0642,4.44354
CONFIRMED,10.787992,,2.3,,,,5482.0,0.87,,0.09,4.6
CONFIRMED,10.792,,,,,,5436.47,0.968558,0.95,0.0642,4.44354
CONFIRMED,10.792613,,2.7,,,,,0.92,,,
CONFIRMED,10.79274,,3.45,,,,,0.984,,,
CONFIRMED,22.631964,0.1527,2.86,,,615.0,5519.0,0.97,0.93,0.09,4.43
CONFIRMED,22.629496,,2.54112738,,,,5482.0,0.873283,0.942219,0.09,4.6
CONFIRMED,22.634594,,17.4,,,,,0.92,,,
CONFIRMED,22.620344,,2.3,,,,5482.0,0.87,,0.09,4.6
CONFIRMED,22.6302,,5.2,,,,,0.984,,,
CONFIRMED,16.995848,,1.6,,,,,0.79,,,
CONFIRMED,16.995731,0.1229,1.55,,,580.0,5220.0,0.78,0.86,-0.07,4.59
CONFIRMED,16.993435,,1.53786409,,,,5252.0,0.764371,0.818986,-0.22,4.63
CONFIRMED,16.9780102,0.1685,1.47,,,533.0,5245.0,0.75,0.84,-0.1,4.62
CONFIRMED,16.99291698,,,,,,5237.31,0.767142,0.89,-0.021,4.61771
CONFIRMED,16.994,,,,,,5237.31,0.767142,0.89,-0.021,4.61771
CONFIRMED,16.996,,1.4,,,,,0.816,,,
CONFIRMED,10.616646,,1.31284773,,,,5722.0,0.914349,0.976219,-0.05,4.58
CONFIRMED,10.6161,,1.19,,,,,0.891,,,
CONFIRMED,10.616384,,1.15,,,809.0,5788.0,0.94,0.96,-0.1,4.48
CONFIRMED,52.713494,,2.39,,,477.0,5788.0,0.94,0.96,-0.1,4.48
CONFIRMED,52.7099,,2.48,,,,,0.891,,,
CONFIRMED,52.714072,,2.79551948,,,,,,,,
CONFIRMED,41.4661,,3.45,,,,,1.0574,,,
CONFIRMED,41.474219,,3.17207779,,,,5784.0,0.98083,1.018617,0.06,4.45
CONFIRMED,0.773987,,1.5,,,,,0.919,,,
CONFIRMED,0.77392,0.0164,1.3,,,1815.0,5484.0,0.92,0.98,0.23,4.5
CONFIRMED,0.77401,,1.2,,,,5438.0,0.83,,0.0,4.6
CONFIRMED,0.773981,,1.3833597,,,,5477.0,0.894913,0.966999,0.26,4.62
CONFIRMED,2.871348,,1.8,,,,,0.96,,,
CONFIRMED,2.87162,,1.9,,,,,0.919,,,
CONFIRMED,2.871512,,1.4,,,,5438.0,0.83,,0.0,4.6
CONFIRMED,2.872042,0.0392,1.8,,,1173.0,5484.0,0.92,0.98,0.23,4.5
CONFIRMED,2.871788,,1.70058746,,,,5477.0,0.894913,0.966999,0.26,4.62
CONFIRMED,7.15,,,,,,5374.67,0.92027,0.93,0.266,4.47872
CONFIRMED,7.149584,,2.4,,,,5438.0,0.83,,0.0,4.6
CONFIRMED,7.14998,,3.51,,,,,0.919,,,
CONFIRMED,7.149336,,3.4,,,,,0.96,,,
CONFIRMED,7.15451552,,,,,,5374.67,0.92027,0.93,0.266,4.47872
CONFIRMED,7.149079,,3.22104537,,,,5477.0,0.894913,0.966999,0.26,4.62
CONFIRMED,7.14921,0.072,3.17,,,865.0,5484.0,0.92,0.98,0.23,4.5
CONFIRMED,13.609878,0.1106,2.38,,,698.0,5484.0,0.92,0.98,0.23,4.5
CONFIRMED,13.608341,,2.25541631,,,,5477.0,0.894913,0.966999,0.26,4.62
CONFIRMED,13.608511,,2.5,,,,,0.96,,,
CONFIRMED,13.60496,,2.69,,,,,0.919,,,
CONFIRMED,13.606629,,1.9,,,,5438.0,0.83,,0.0,4.6
CONFIRMED,1.742983,,1.25908622,,,,5982.0,1.109202,1.106611,0.16,4.36
CONFIRMED,1.742169,0.0289,1.35,,,1692.0,5977.0,1.19,1.06,-0.01,4.31
CONFIRMED,7.807595,,2.62511304,,,,5982.0,1.109202,1.106611,0.16,4.36
CONFIRMED,7.8092052,,2.70889,,230.628,1085.0,5906.9,1.22,,,4.3
CONFIRMED,7.810253,0.0785,2.83,,,1026.0,5977.0,1.19,1.06,-0.01,4.31
CONFIRMED,7.809,,,,,,5906.9,1.21722,1.07,-0.063,4.29671
CONFIRMED,7.80905,,2.79,,,,,1.181,,,
CONFIRMED,7.81110453,,,,,,5906.9,1.21722,1.07,-0.063,4.29671
CONFIRMED,7.809757,,2.9,,,,,1.19,,,
CONFIRMED,5.1763,,1.51234354,,,,5503.0,0.862285,0.927528,-0.01,4.61
CONFIRMED,2.58812,,1.403,,497.0,1203.0,5442.0,0.879,0.85,-0.1,4.51
CONFIRMED,2.588309,0.0361,1.52,,,1197.0,5519.0,0.87,0.94,0.0,4.53
CONFIRMED,2.58819,,1.587,,,,,0.882,,,
CONFIRMED,6.679224,,2.6,,,,,0.88,,,
CONFIRMED,6.67913,,2.58,,,,,0.882,,,
CONFIRMED,6.67773603,,,,,,5468.0,0.866405,0.956,,4.54308
CONFIRMED,6.67934,,2.48429818,,,,5503.0,0.862285,0.927528,-0.01,4.61
CONFIRMED,6.67932,,2.31,,140.0,877.0,5442.0,0.879,0.85,-0.1,4.51
CONFIRMED,6.679195,0.068,2.5,,,872.0,5519.0,0.87,0.94,0.0,4.53
CONFIRMED,6.679,,,,,,5468.0,0.866405,0.956,,4.54308
CONFIRMED,7.920994,,7.34,,,,5345.0,0.914,0.902,0.07,4.394
CONFIRMED,7.9194979,,7.46,,,,5368.0,0.84,,,
CONFIRMED,7.9194,0.074,7.74,,125.9,854.0,5430.0,0.86,0.93,0.1,4.63
CONFIRMED,7.91952,0.0775,8.2,,165.0,,5748.0,1.01,0.99,,4.43
CONFIRMED,7.91952314,,,,,,5322.0,0.840476,0.92,0.05,4.5528
CONFIRMED,7.91951,,,54.4,,,5250.0,0.881,0.918,0.1,4.5
CONFIRMED,7.921101,0.0762,7.46,44.0,,,5390.0,0.913,0.949,0.19,4.493
CONFIRMED,7.9222,,7.0,32.4,87.0,779.0,5322.0,0.82,0.88,0.06,4.51
CONFIRMED,7.91943,0.0735,7.11,,,913.0,5519.0,0.81,0.84,-0.27,
CONFIRMED,7.919454,0.077,7.23,,87.7,,5230.0,0.88,0.89,0.38,4.52
CONFIRMED,7.9194,,7.74,28.5,,,5430.0,0.86,0.93,0.1,4.63
CONFIRMED,7.919493,,6.751484,,,,5391.0,0.833805,0.895163,-0.03,4.6
CONFIRMED,7.919454,,6.67,,,,,0.823,,,
CONFIRMED,7.9222,,7.0,32.4,,,5322.0,0.82,0.88,0.06,4.51
CONFIRMED,7.917785529,,6.59307857,,88.7066,782.72,5322.0,0.840476,,,4.5528
CONFIRMED,7.920978,,,,,,5430.0,0.86,0.93,0.1,4.63
CONFIRMED,11.90767,,4.43,,,,5368.0,0.84,,,
CONFIRMED,12.0028,,4.37,,,,5345.0,0.914,0.902,0.07,4.394
CONFIRMED,11.90715,0.0971,4.86,,73.1,745.0,5430.0,0.86,0.93,0.1,4.63
CONFIRMED,11.9066,,,7.5,,,5250.0,0.881,0.918,0.1,4.5
CONFIRMED,11.8993,,4.1,10.8,,,5322.0,0.82,0.88,0.06,4.51
CONFIRMED,11.90715,,4.86,25.6,,,5430.0,0.86,0.93,0.1,4.63
CONFIRMED,11.90691,0.0965,4.31,,,797.0,5519.0,0.81,0.84,-0.27,
CONFIRMED,11.90724,0.1017,4.93,,96.0,,5748.0,1.01,0.99,,4.43
CONFIRMED,11.90727,0.1001,4.51,15.9,,,5390.0,0.913,0.949,0.19,4.493
CONFIRMED,11.8993,,4.1,10.8,51.0,679.0,5322.0,0.82,0.88,0.06,4.51
CONFIRMED,11.90701,0.1032,4.21,,48.8,,5230.0,0.88,0.89,0.38,4.52
CONFIRMED,23.81486,,4.1,,,,,0.823,,,
CONFIRMED,11.907625,,4.05161714,,,,5391.0,0.833805,0.895163,-0.03,4.6
CONFIRMED,2.50858,0.036,1.22,,766.0,,5748.0,1.01,0.99,,4.43
CONFIRMED,2.5081,,1.11,10.0,404.0,1142.0,5322.0,0.82,0.88,0.06,4.51
CONFIRMED,2.5084894,,1.26,,,,5368.0,0.84,,,
CONFIRMED,2.50856,0.0344,1.14,,583.5,1252.0,5430.0,0.86,0.93,0.1,4.63
CONFIRMED,2.50856,,1.14,14.0,,,5430.0,0.86,0.93,0.1,4.63
CONFIRMED,2.508283,,1.15876577,,,,5391.0,0.833805,0.895163,-0.03,4.6
CONFIRMED,2.5081,,1.11,10.0,,,5322.0,0.82,0.88,0.06,4.51
CONFIRMED,10.1016,,0.91,,,,,1.0,,,
CONFIRMED,10.098858,,1.35673729,,,,5631.0,0.912206,0.904597,-0.19,4.38
CONFIRMED,10.099,,,,,,5605.6,0.980624,0.991,-0.74,4.45114
CONFIRMED,21.574023,,1.09308317,,,,5631.0,0.912206,0.904597,-0.19,4.38
CONFIRMED,2.85847,,1.63,,,,,0.8988,,,
CONFIRMED,2.858646,,1.57889322,,,,5176.0,0.839696,0.900994,0.31,4.57
CONFIRMED,2.85794855,,,,,,5012.0,0.891502,0.832,,4.45795
CONFIRMED,2.858,,,,,,5012.0,0.891502,0.832,,4.45795
CONFIRMED,4.16328,,1.47,,,,,0.791,,,
CONFIRMED,4.162817,0.049,1.52,,,939.0,5222.0,0.81,0.9,0.15,4.57
CONFIRMED,4.163,,,,,,5163.0,0.825553,0.874,,4.54609
CONFIRMED,4.163221,,1.57477412,,,,5252.0,0.828268,0.872619,0.05,4.49
CONFIRMED,14.786889,0.1184,3.95,,,739.0,5817.0,0.98,1.01,0.0,4.46
CONFIRMED,14.786747,,3.3,,,,,0.83,,,
CONFIRMED,14.786,,,,,,5576.0,0.982083,0.984,,4.44677
CONFIRMED,14.78708,,4.18,,,,,1.0085,,,
CONFIRMED,14.787207,,4.01454158,,,,5623.0,0.95685,0.9943,0.21,4.46
CONFIRMED,39.699,,,,,,6212.0,1.31129,1.2,,4.28185
CONFIRMED,39.7268,,3.63,,,,,1.312,,,
CONFIRMED,39.721386,,3.64229858,,,,5979.0,1.281115,1.110086,0.1,4.21
CONFIRMED,15.852989,,3.0,,,,,0.95,,,
CONFIRMED,15.852975,0.1208,3.13,,,720.0,5713.0,0.99,0.94,-0.1,4.42
CONFIRMED,15.853543,,2.94026258,,,,5712.0,0.906367,0.963364,-0.09,4.55
CONFIRMED,15.85388,,3.29,,,,,0.948,,,
CONFIRMED,15.854,,,,,,5750.93,0.993569,1.03,-0.114,4.45651
CONFIRMED,28.4707,,2.68,,,,,0.948,,,
CONFIRMED,28.482786,,2.57581891,,,,5712.0,0.906367,0.963364,-0.09,4.55
CONFIRMED,48.324222,,3.59970536,,,,6045.0,1.538801,1.162095,0.01,4.08
CONFIRMED,8.357441,,2.5,,,,,0.96,,,
CONFIRMED,8.357881,0.0806,2.56,,,848.0,5667.0,0.93,1.0,0.08,4.5
CONFIRMED,8.35470947,,,,,,5627.0,0.923,0.997,,4.50636
CONFIRMED,8.358,,,,,,5627.0,0.923,0.997,,4.50636
CONFIRMED,8.357954,,2.5015294,,,,5675.0,0.910305,0.974836,-0.01,4.58
CONFIRMED,17.042849,,,,,,5262.0,0.778475,0.835734,-0.16,4.63
CONFIRMED,17.043,,,,,,5183.84,0.781501,0.879,0.094,4.5962
CONFIRMED,17.0428683,,4.189,,,715.8,5212.9,0.757,0.799,,
CONFIRMED,17.04354,,4.28,,,,,0.801,,,
CONFIRMED,17.043179,,4.11850271,,,,5262.0,0.778475,0.835734,-0.16,4.63
CONFIRMED,3.3596055,,1.423,,,1229.9,5212.9,0.757,0.799,,
CONFIRMED,3.359,,,,,,5183.84,0.781501,0.879,0.094,4.5962
CONFIRMED,7.4500372,,,,,,5262.0,0.778475,0.835734,-0.16,4.63
CONFIRMED,7.44976,,2.82,,,,,0.801,,,
CONFIRMED,7.4500177,,2.438,,,943.2,5212.9,0.757,0.799,,
CONFIRMED,7.45,,,,,,5183.84,0.781501,0.879,0.094,4.5962
CONFIRMED,3.225423,,1.88203097,,,,4681.0,0.667422,0.705681,-0.23,4.69
CONFIRMED,3.225369,,1.593,,,,,0.582,,,
CONFIRMED,3.2253993,0.0382,1.73,6.9,116.2,913.0,4491.0,0.682,0.711,-0.01,
CONFIRMED,3.225349,,1.9,,,,,0.7,,,
CONFIRMED,3.225,,,,,,4550.0,0.701485,0.717,,4.60155
CONFIRMED,3.225338,0.0385,1.87,,,861.0,4648.0,0.68,0.73,-0.11,4.64
CONFIRMED,,,3.17053923,,32.5789,609.33,4550.0,0.701485,,,4.60155
CONFIRMED,3.225286,,1.74,7.1,119.0,842.0,4507.0,0.68,0.69,-0.04,4.6
CONFIRMED,7.3744897,0.0662,2.85,12.4,38.6,694.0,4491.0,0.682,0.711,-0.01,
CONFIRMED,7.374497,,2.83685639,,,,4681.0,0.667422,0.705681,-0.23,4.69
CONFIRMED,7.374,,,,,,4550.0,0.701485,0.717,,4.60155
